CatNum	LaunYr	LaunNum	Source	Inc
3	1957	2	CIS	65.3
2	1957	1	CIS	65
1	1957	1	CIS	65.1
1576	1958	2	US	34.2
111	1958	8	US	INITIAL
110	1958	7	US	INITIAL
16	1958	2	US	34.3
10	1958	6	US	32.3
9	1958	5	US	50.2
8	1958	4	CIS	65.1
7	1958	4	CIS	65.1
6	1958	3	US	33.5
5	1958	2	US	34.2
4	1958	1	US	33.1
31405	1959	7	US	33.3
29005	1959	7	US	33.3
14934	1959	1	US	32.8
5807	1959	1	US	32.9
114	1959	14	CIS	IMPACT
113	1959	13	US	ORBIT
112	1959	12	CIS	ORBIT
26	1959	5	US	78.9
25	1959	11	US	80.7
24	1959	10	US	81.6
23	1959	9	US	50.3
22	1959	9	US	50.3
21	1959	8	CIS	55
20	1959	7	US	33.4
19	1959	6	US	84
18	1959	5	US	80
17	1959	4	US	47.1
15	1959	4	US	47
14	1959	3	US	89.9
13	1959	2	US	90
12	1959	1	US	32.9
11	1959	1	US	32.9
5922	1960	16	US	47
841	1960	7	US	66.6
840	1960	7	US	66.6
115	1960	2	US	48.2
105	1960	14	US	50.4
101	1960	2	US	48.5
99	1960	3	US	51.3
75	1960	16	US	48.5
74	1960	16	US	48.5
69	1960	14	US	49.3
68	1960	19	US	83.4
67	1960	18	US	81.5
66	1960	17	CIS	65
65	1960	17	CIS	65
64	1960	16	US	48.5
63	1960	16	US	48.5
62	1960	14	US	49.9
61	1960	15	US	81.9
60	1960	14	US	49.9
59	1960	13	US	28.2
58	1960	13	US	28.3
57	1960	12	US	80.9
56	1960	11	CIS	64.9
55	1960	11	CIS	64.9
54	1960	10	US	79.7
53	1960	9	US	47.3
52	1960	9	US	47.4
51	1960	9	US	47.2
50	1960	9	US	47.2
49	1960	9	US	47.2
48	1960	8	US	82.8
47	1960	7	US	66.7
46	1960	7	US	66.7
45	1960	7	US	66.7
44	1960	6	US	33
43	1960	6	US	33
42	1960	5	CIS	64.9
41	1960	5	CIS	64.9
40	1960	5	CIS	64.9
39	1960	5	CIS	64.9
38	1960	5	CIS	64.9
37	1960	5	CIS	64.9
36	1960	5	CIS	65
35	1960	5	CIS	64.9
34	1960	5	CIS	65
33	1960	3	US	51.3
32	1960	4	US	80.1
31	1960	3	US	51.2
30	1960	3	US	51.2
29	1960	2	US	48.4
28	1960	2	US	48.3
27	1960	1	US	ORBIT
29255	1961	28	US	95.9
27478	1961	28	US	95.9
25793	1961	18	US	91.2
23933	1961	28	US	95.9
21986	1961	15	US	66.9
21970	1961	15	US	66
20174	1961	15	US	67.1
19961	1961	15	US	65.6
19639	1961	15	US	66.5
19482	1961	15	US	66.3
19430	1961	15	US	66.6
19428	1961	15	US	66.7
19304	1961	15	US	67
19302	1961	15	US	66.8
19300	1961	15	US	66.8
19293	1961	15	US	67
19031	1961	15	US	67.1
18908	1961	15	US	65.7
18890	1961	15	US	66
18651	1961	15	US	65.7
18564	1961	15	US	62.7
18503	1961	15	US	67
18498	1961	15	US	66.2
17714	1961	15	US	67.1
17713	1961	15	US	66.2
17712	1961	15	US	66.2
17711	1961	15	US	65.7
17653	1961	15	US	66.4
17650	1961	15	US	65.9
17649	1961	15	US	66.6
17648	1961	15	US	65.7
15783	1961	15	US	67
15760	1961	15	US	62.8
15558	1961	15	US	65.6
15339	1961	15	US	66.7
14959	1961	15	US	66.8
14500	1961	15	US	66.6
14499	1961	15	US	66.2
13942	1961	15	US	65.9
13941	1961	15	US	66.7
13514	1961	15	US	66.7
13513	1961	15	US	65.7
13512	1961	15	US	65.5
13511	1961	15	US	65.8
13502	1961	15	US	66.5
13364	1961	15	US	66.3
10796	1961	31	US	32.4
9969	1961	15	US	65.2
9968	1961	15	US	66.5
6842	1961	15	US	66.7
6748	1961	15	US	66.9
6747	1961	15	US	66.6
6746	1961	15	US	66.6
6215	1961	18	US	91.2
6179	1961	15	US	66.7
5985	1961	15	US	66.7
5972	1961	15	US	68.3
5877	1961	15	US	66.7
5876	1961	15	US	65.7
5826	1961	15	US	66.7
5809	1961	15	US	66.8
5808	1961	15	US	66.6
5787	1961	15	US	67.1
5786	1961	15	US	67.1
5785	1961	15	US	65.6
5784	1961	15	US	66.9
5748	1961	15	US	67.6
5747	1961	15	US	66.8
5746	1961	15	US	66.3
5745	1961	15	US	67.1
5716	1961	15	US	66.7
5715	1961	15	US	66.6
5237	1961	4	US	38.9
4029	1961	15	US	66.9
4028	1961	15	US	66.8
4027	1961	15	US	64.5
4026	1961	4	US	38.8
4015	1961	15	US	66.4
4014	1961	15	US	67.6
4006	1961	15	US	68
4005	1961	15	US	66.8
3969	1961	15	US	64.9
3968	1961	15	US	65.6
3932	1961	15	US	65.8
3927	1961	4	US	38.9
3842	1961	15	US	66.7
3752	1961	15	US	67.6
3748	1961	15	US	67.8
3744	1961	15	US	67
3740	1961	15	US	66.3
3739	1961	13	US	28.8
3738	1961	4	US	38.8
3176	1961	15	US	66.6
3164	1961	15	US	66.8
3125	1961	15	US	67.6
3124	1961	15	US	67
3037	1961	15	US	67.5
2371	1961	28	US	95.8
2087	1961	15	US	65.7
2010	1961	15	US	66.4
2009	1961	28	US	95.8
1943	1961	15	US	66.9
1942	1961	15	US	67.3
1501	1961	15	US	66.3
1500	1961	15	US	66.7
662	1961	15	US	66.7
661	1961	15	US	66.9
660	1961	15	US	66.5
659	1961	15	US	67.2
658	1961	15	US	65.9
657	1961	15	US	66.2
656	1961	15	US	66.3
655	1961	15	US	67.3
654	1961	15	US	67.3
653	1961	15	US	67.5
652	1961	15	US	66.7
651	1961	15	US	66.8
650	1961	15	US	66.8
649	1961	15	US	66.3
648	1961	15	US	65.9
647	1961	15	US	66.6
646	1961	15	US	67.1
645	1961	15	US	66.6
644	1961	15	US	67.1
643	1961	15	US	66.4
561	1961	15	US	67.8
560	1961	15	US	67.2
559	1961	15	US	66.6
558	1961	15	US	65.7
557	1961	15	US	67.5
556	1961	15	US	67.1
552	1961	15	US	67.8
551	1961	15	US	66.7
550	1961	15	US	67
549	1961	15	US	66.7
548	1961	15	US	66.7
547	1961	15	US	66.8
546	1961	15	US	67.2
545	1961	15	US	67.2
544	1961	15	US	66.9
543	1961	15	US	67
542	1961	15	US	68.1
541	1961	15	US	67.2
540	1961	15	US	66.8
539	1961	15	US	66.9
538	1961	15	US	67.8
537	1961	15	US	67.2
531	1961	15	US	66
530	1961	15	US	66.9
516	1961	15	US	66
480	1961	15	US	66.2
479	1961	15	US	66.7
478	1961	15	US	66.1
477	1961	15	US	66.6
476	1961	15	US	67.1
475	1961	15	US	66.2
474	1961	15	US	66.2
473	1961	15	US	67.2
472	1961	15	US	66.7
471	1961	15	US	66.8
470	1961	15	US	66.2
469	1961	15	US	66.8
468	1961	15	US	66.6
467	1961	15	US	66.6
466	1961	15	US	66.7
465	1961	15	US	66.3
464	1961	15	US	67.6
463	1961	15	US	66.8
462	1961	15	US	67.5
461	1961	15	US	67.5
421	1961	15	US	66.7
420	1961	15	US	66.8
419	1961	15	US	66.9
418	1961	15	US	67.6
417	1961	15	US	66.7
416	1961	15	US	66.5
415	1961	15	US	67.6
414	1961	15	US	66.4
413	1961	15	US	66.4
412	1961	15	US	67.2
411	1961	15	US	66.9
410	1961	15	US	66.7
409	1961	15	US	66.7
408	1961	15	US	66.8
407	1961	15	US	66.3
406	1961	15	US	66.8
405	1961	15	US	66.9
404	1961	15	US	66.5
403	1961	15	US	66.8
402	1961	15	US	66.7
401	1961	15	US	67
359	1961	15	US	67
358	1961	15	US	66.3
357	1961	15	US	66.8
356	1961	15	US	67
355	1961	15	US	67.2
354	1961	15	US	67.1
353	1961	15	US	66.5
352	1961	15	US	66.5
351	1961	15	US	66.8
350	1961	15	US	66.9
337	1961	15	US	67
336	1961	15	US	67
335	1961	15	US	66.8
334	1961	15	US	66.9
333	1961	15	US	66.7
332	1961	15	US	67.1
331	1961	15	US	66.9
330	1961	15	US	67
329	1961	15	US	66.8
328	1961	15	US	66.6
327	1961	15	US	66.5
326	1961	15	US	66.9
325	1961	15	US	66.9
324	1961	15	US	66.9
323	1961	15	US	66.8
322	1961	15	US	67
321	1961	15	US	67.1
320	1961	15	US	66.9
319	1961	15	US	66.8
318	1961	15	US	66.5
317	1961	15	US	66.4
301	1961	15	US	66.8
300	1961	15	US	66.8
299	1961	15	US	67.2
275	1961	15	US	66.7
268	1961	15	US	67.9
265	1961	15	US	66.6
264	1961	15	US	66.5
263	1961	15	US	66.5
262	1961	15	US	66.5
261	1961	15	US	66.7
260	1961	15	US	66.8
254	1961	15	US	66.8
253	1961	15	US	66.9
252	1961	15	US	67.1
250	1961	15	US	66.9
246	1961	15	US	66.9
245	1961	15	US	66.1
244	1961	15	US	66.8
243	1961	15	US	66.5
239	1961	15	US	67
238	1961	15	US	67.1
237	1961	15	US	67.2
236	1961	15	US	67.3
235	1961	15	US	67
234	1961	15	US	66.9
233	1961	15	US	66.9
232	1961	15	US	66.8
231	1961	15	US	66.8
230	1961	15	US	66.9
225	1961	15	US	66.8
224	1961	15	US	66.7
223	1961	15	US	66.9
220	1961	15	US	67
219	1961	35	US	89.7
218	1961	35	US	89.7
217	1961	35	US	89.7
216	1961	15	US	66.8
215	1961	34	US	81.2
214	1961	34	US	81.1
213	1961	34	US	81.2
212	1961	15	US	68.2
211	1961	15	US	66.5
210	1961	15	US	66.5
209	1961	33	US	32.6
208	1961	33	US	32.6
207	1961	30	US	81.5
206	1961	32	US	33.3
205	1961	31	US	32.4
204	1961	31	US	32.4
203	1961	29	US	82.5
202	1961	31	US	32.4
201	1961	30	US	81.6
200	1961	29	US	82.5
199	1961	29	US	82.5
198	1961	29	US	82.5
197	1961	29	US	82.5
196	1961	18	US	91.2
195	1961	28	US	95.8
194	1961	28	US	95.8
193	1961	28	US	94.7
192	1961	28	US	95.8
191	1961	27	US	81.7
190	1961	27	US	81.7
189	1961	27	US	81.6
188	1961	18	US	91.2
187	1961	24	US	82.7
186	1961	26	US	82.7
185	1961	24	US	82.6
184	1961	25	US	32.6
183	1961	25	US	32.5
182	1961	24	US	82.6
181	1961	23	US	82.1
180	1961	22	US	36.4
179	1961	15	US	66.8
178	1961	15	US	66.9
177	1961	15	US	66.7
176	1961	15	US	66.7
175	1961	15	US	66.5
174	1961	21	US	32.9
173	1961	21	US	32.9
172	1961	15	US	67.1
171	1961	15	US	67.1
170	1961	20	US	33.8
169	1961	19	CIS	64.9
168	1961	19	CIS	64.8
167	1961	17	US	47.9
166	1961	17	US	47.9
165	1961	17	US	47.9
164	1961	18	US	90.8
163	1961	18	US	91.2
162	1961	17	US	47.9
161	1961	15	US	66.7
160	1961	16	US	82.9
159	1961	15	US	65.5
158	1961	15	US	67.1
157	1961	15	US	66.7
156	1961	15	US	67
155	1961	15	US	66.9
154	1961	15	US	66.7
153	1961	15	US	67.1
152	1961	15	US	66.6
151	1961	15	US	66.8
150	1961	15	US	66.2
149	1961	15	US	67.1
148	1961	15	US	65.8
147	1961	15	US	66.6
146	1961	15	US	67
145	1961	15	US	66.9
144	1961	15	US	66.5
143	1961	15	US	66.2
142	1961	15	US	67.1
141	1961	15	US	66.6
140	1961	15	US	66.6
139	1961	15	US	67.1
138	1961	15	US	67.2
137	1961	15	US	66.5
136	1961	15	US	67.5
135	1961	15	US	66.7
134	1961	15	US	66.9
133	1961	15	US	67.1
132	1961	15	US	66.7
131	1961	15	US	66.7
130	1961	15	US	66.8
129	1961	15	US	66.5
128	1961	15	US	66.7
127	1961	15	US	66.8
126	1961	15	US	66.7
125	1961	15	US	66.9
124	1961	15	US	66.5
123	1961	15	US	66.7
122	1961	15	US	66.8
121	1961	15	US	66.8
120	1961	15	US	66.7
119	1961	15	US	66.7
118	1961	15	US	66.8
117	1961	15	US	66.8
116	1961	15	US	66.8
109	1961	14	US	82.1
108	1961	14	US	82.1
107	1961	13	US	28.8
106	1961	11	US	81.9
104	1961	12	CIS	65.1
103	1961	12	CIS	65
102	1961	11	US	81.9
100	1961	11	US	82.2
98	1961	10	US	33.9
97	1961	9	CIS	65
96	1961	9	CIS	65
95	1961	9	CIS	65
94	1961	8	CIS	INITIAL
93	1961	8	CIS	64.9
92	1961	8	CIS	64.9
91	1961	8	CIS	64.9
90	1961	5	US	80.7
89	1961	5	US	80.9
88	1961	5	US	80.9
87	1961	7	US	28.4
86	1961	4	US	INITIAL
85	1961	4	US	38.8
84	1961	6	US	80.6
83	1961	5	US	80.8
82	1961	4	US	38.9
81	1961	4	US	38.8
80	1961	3	CIS	ORBIT
79	1961	1	US	97.3
78	1961	3	CIS	65
77	1961	3	CIS	65
76	1961	3	CIS	65
73	1961	2	CIS	64.9
72	1961	2	CIS	64.9
71	1961	2	CIS	64.9
70	1961	1	US	97.2
29006	1962	47	US	58.3
28443	1962	2	US	48.3
26558	1962	51	US	24.6
19981	1962	58	US	86.7
19436	1962	47	US	58.2
18603	1962	10	US	86.7
7258	1962	71	US	90.6
6251	1962	25	US	58
5703	1962	10	US	86
4924	1962	59	US	18
4494	1962	10	US	86.7
523	1962	71	US	90.4
520	1962	67	US	70.2
519	1962	71	US	90.6
518	1962	72	CIS	64.9
517	1962	72	CIS	64.9
515	1962	68	US	47.5
514	1962	71	US	90.6
513	1962	67	US	70.2
512	1962	57	CIS	64.9
511	1962	49	US	80.4
510	1962	49	US	80.5
509	1962	71	US	90.5
508	1962	67	US	70.2
507	1962	67	US	70.2
506	1962	70	US	52
505	1962	69	US	71
504	1962	67	US	70.2
503	1962	68	US	47.5
502	1962	67	US	70.2
501	1962	57	CIS	64.5
500	1962	57	CIS	64.8
499	1962	57	CIS	65
498	1962	57	CIS	65
497	1962	57	CIS	64.9
496	1962	57	CIS	64.7
495	1962	57	CIS	64.8
494	1962	57	CIS	65
493	1962	57	CIS	65
492	1962	57	CIS	64.8
491	1962	57	CIS	65
490	1962	66	US	65.2
489	1962	62	CIS	64.7
488	1962	62	CIS	64.7
487	1962	57	CIS	64.9
486	1962	57	CIS	64.9
485	1962	57	CIS	64.7
484	1962	57	CIS	64.9
483	1962	57	CIS	64.7
482	1962	57	CIS	64.8
481	1962	65	US	65.1
460	1962	57	CIS	64.7
459	1962	57	CIS	64.9
458	1962	57	CIS	64.9
457	1962	57	CIS	64.8
456	1962	57	CIS	64.8
455	1962	64	US	96
454	1962	62	CIS	64.7
453	1962	63	US	75
452	1962	62	CIS	64.8
451	1962	62	CIS	64.8
450	1962	61	CIS	ORBIT
449	1962	61	CIS	65.1
448	1962	61	CIS	65.1
447	1962	60	US	50.1
446	1962	60	US	50.1
445	1962	59	US	18
444	1962	58	US	71.2
443	1962	57	CIS	65.1
442	1962	56	CIS	48.9
441	1962	56	CIS	48.9
440	1962	55	US	ORBIT
439	1962	55	US	ORBIT
438	1962	54	CIS	64.9
437	1962	54	CIS	65
436	1962	53	US	82
435	1962	48	CIS	65
434	1962	52	US	32.5
433	1962	52	US	32.5
432	1962	51	US	24.1
431	1962	48	CIS	65
430	1962	48	CIS	65
429	1962	48	CIS	65
428	1962	48	CIS	65
427	1962	50	US	65.4
426	1962	49	US	80.5
425	1962	48	CIS	65
424	1962	49	CA	80.5
423	1962	48	CIS	64.9
422	1962	48	CIS	65
400	1962	47	US	58.1
399	1962	47	US	58.4
398	1962	47	US	58.2
397	1962	47	US	58.3
396	1962	46	US	81.8
395	1962	45	CIS	64.8
394	1962	45	CIS	64.8
393	1962	45	CIS	64.8
392	1962	45	CIS	64.8
391	1962	45	CIS	64.8
390	1962	45	CIS	64.8
389	1962	45	CIS	64.9
388	1962	39	US	98.5
387	1962	40	CIS	65.3
386	1962	40	CIS	65.3
385	1962	44	US	82.8
384	1962	43	CIS	64.7
383	1962	43	CIS	64.7
382	1962	43	CIS	64.7
381	1962	43	CIS	64.8
380	1962	40	CIS	65.6
379	1962	40	CIS	65.6
378	1962	39	US	98.4
377	1962	42	US	65.2
376	1962	40	CIS	65.6
375	1962	41	US	ORBIT
374	1962	41	US	ORBIT
373	1962	40	CIS	65.6
372	1962	40	CIS	64.9
371	1962	40	CIS	64.9
370	1962	39	US	98.5
369	1962	39	US	98.5
368	1962	38	CIS	49
367	1962	38	CIS	48.9
366	1962	37	CIS	65
365	1962	37	CIS	65
364	1962	36	CIS	64.8
363	1962	36	CIS	65
362	1962	34	US	82.2
361	1962	35	US	96.3
360	1962	34	US	82.2
349	1962	33	CIS	INITIAL
348	1962	33	CIS	INITIAL
347	1962	33	CIS	64.9
346	1962	33	CIS	65
345	1962	32	US	71.1
344	1962	31	US	70.3
343	1962	30	US	96.1
342	1962	30	US	96.1
341	1962	29	US	44.8
340	1962	29	US	44.8
339	1962	28	CIS	48.9
338	1962	28	CIS	49
316	1962	27	US	76
315	1962	26	US	75.1
314	1962	24	US	82
313	1962	25	US	57.9
312	1962	25	US	58.2
311	1962	25	US	58
310	1962	24	US	82.1
309	1962	25	US	58.1
308	1962	24	US	82.2
307	1962	23	US	96.3
306	1962	22	US	74.3
305	1962	22	US	74.3
304	1962	22	US	74.2
303	1962	21	US	INITIAL
302	1962	21	US	74.1
298	1962	20	CIS	48.9
297	1962	20	CIS	49
296	1962	19	US	32.5
295	1962	19	US	32.6
294	1962	18	US	82.3
293	1962	18	US	82.3
292	1962	18	US	82.3
291	1962	17	US	INITIAL
290	1962	17	US	73.1
289	1962	14	CIS	INITIAL
288	1962	15	US	53.8
287	1962	14	CIS	65
286	1962	16	US	INITIAL
285	1962	15	UK	53.8
284	1962	14	CIS	64.9
283	1962	13	CIS	49
282	1962	12	US	ORBIT
281	1962	13	CIS	49
280	1962	12	US	IMPACT
279	1962	11	US	INITIAL
278	1962	11	US	INITIAL
277	1962	11	US	INITIAL
276	1962	11	US	73.6
274	1962	10	US	86.7
273	1962	10	US	86.7
272	1962	10	US	86.6
271	1962	10	US	86.7
270	1962	9	CIS	48.9
269	1962	9	CIS	48.9
267	1962	8	CIS	49
266	1962	8	CIS	49
259	1962	7	US	90.9
258	1962	7	US	90.8
257	1962	6	US	32.8
256	1962	7	US	90.9
255	1962	6	US	32.8
251	1962	5	US	82.2
249	1962	5	US	82.2
248	1962	5	US	82.2
247	1962	5	US	82.2
242	1962	4	US	81.9
241	1962	3	US	32.6
240	1962	3	US	32.5
229	1962	2	US	48.2
228	1962	2	US	48.4
227	1962	2	US	48.1
226	1962	2	US	48.3
222	1962	1	US	ORBIT
221	1962	1	US	ORBIT
37786	1963	14	US	84.3
27479	1963	38	US	90.1
25156	1963	49	US	90
21748	1963	14	US	83.6
21693	1963	14	US	83.4
21660	1963	14	US	86.1
21659	1963	14	US	84.2
20650	1963	14	US	83.6
20504	1963	14	US	86.9
20489	1963	14	US	83.4
20470	1963	38	US	90.1
20455	1963	14	US	83.4
20153	1963	30	US	89.4
20033	1963	14	US	83.5
20023	1963	14	US	85.3
20022	1963	14	US	83
20018	1963	14	US	83.6
20017	1963	14	US	83.5
20005	1963	14	US	85.9
19946	1963	14	US	85.8
19891	1963	14	US	87.3
19880	1963	14	US	83
19860	1963	14	US	83.4
19859	1963	14	US	83.5
19828	1963	14	US	83.4
19814	1963	14	US	83.8
19396	1963	54	US	58.5
19299	1963	14	US	87.3
19157	1963	14	US	83.1
19110	1963	47	US	30.2
19109	1963	14	US	86.4
19108	1963	14	US	83.4
19106	1963	47	US	30.4
19059	1963	14	US	87.3
19058	1963	14	US	85.8
19057	1963	14	US	83.5
19056	1963	14	US	83.3
19055	1963	14	US	83.7
19052	1963	14	US	83.4
19051	1963	14	US	87.3
19032	1963	14	US	83.5
19030	1963	14	US	87.4
19029	1963	14	US	83.4
19003	1963	14	US	83.4
19002	1963	14	US	83.6
19001	1963	14	US	83.4
18999	1963	14	US	83.4
18979	1963	14	US	83.5
18978	1963	14	US	83.5
18963	1963	14	US	83.7
18962	1963	14	US	87.3
18688	1963	14	US	87.3
18678	1963	14	US	83.8
18615	1963	14	US	85.5
18543	1963	14	US	87.1
17665	1963	53	US	78.5
14841	1963	47	US	30.4
14529	1963	47	US	30.1
14528	1963	47	US	29.6
12943	1963	38	US	90.1
9694	1963	14	US	84.4
7259	1963	38	US	89.8
6283	1963	49	US	89.7
6182	1963	49	US	89.8
6158	1963	47	US	31.7
6004	1963	47	US	30.1
5997	1963	14	US	86.1
5996	1963	14	US	87.3
5995	1963	14	US	87.3
5994	1963	14	US	83.5
5993	1963	14	US	83.3
5981	1963	14	US	83.8
5954	1963	14	US	83.9
5953	1963	14	US	84.6
5916	1963	14	US	83.9
5702	1963	14	US	87
5513	1963	14	US	83.8
5512	1963	14	US	83.6
5511	1963	14	US	83.7
5503	1963	14	US	83.8
5500	1963	14	US	83.7
5182	1963	14	US	86.4
5035	1963	14	US	91.2
4586	1963	49	US	89.7
3922	1963	47	US	29.9
3756	1963	14	US	85.6
3750	1963	53	US	78.6
3741	1963	47	US	29.9
3330	1963	14	US	86.8
3329	1963	14	US	86.4
3324	1963	14	US	83.7
3268	1963	14	US	84.5
3267	1963	14	US	88.4
3264	1963	14	US	85.2
3263	1963	14	US	86.7
3262	1963	14	US	84.5
3261	1963	14	US	85.4
3260	1963	14	US	84.4
3259	1963	14	US	87.1
3258	1963	14	US	85.5
3257	1963	14	US	87.3
3256	1963	14	US	84.1
3255	1963	14	US	87.3
3254	1963	14	US	83.8
3253	1963	14	US	85
3252	1963	14	US	83.7
3251	1963	14	US	84.9
3250	1963	14	US	83.3
3249	1963	14	US	83.8
3248	1963	14	US	86.6
3247	1963	14	US	83.8
3246	1963	14	US	85.2
3245	1963	14	US	87.3
3244	1963	14	US	87.3
3243	1963	14	US	85.3
3242	1963	14	US	84.6
3241	1963	14	US	83.9
3240	1963	14	US	86.9
3239	1963	14	US	87.3
3238	1963	14	US	83.5
3237	1963	14	US	83.5
3236	1963	14	US	84.9
3235	1963	14	US	84.8
3175	1963	14	US	84
3166	1963	38	US	90.1
3159	1963	14	US	83.7
3132	1963	30	US	88.4
3121	1963	30	US	88.4
3105	1963	14	US	87.4
2998	1963	14	US	83.4
2997	1963	14	US	86.2
2950	1963	14	US	83.6
2949	1963	14	US	86.7
2933	1963	14	US	87.3
2930	1963	49	US	89.8
2886	1963	47	US	29.9
2796	1963	14	US	87.2
2793	1963	14	US	83.6
2638	1963	14	US	84
2620	1963	49	US	90
2533	1963	14	US	86.2
2532	1963	14	US	87.3
2531	1963	14	US	87.3
2530	1963	14	US	87.2
2522	1963	14	US	84.9
2500	1963	14	US	83.6
2499	1963	14	US	83.6
2497	1963	14	US	85
2496	1963	14	US	83.6
2432	1963	49	US	90
2431	1963	14	US	87.4
2430	1963	14	US	84.3
2429	1963	14	US	84.5
2381	1963	14	US	87.3
2380	1963	14	US	87.3
2379	1963	14	US	85.8
2378	1963	14	US	87.3
2377	1963	14	US	87.4
2375	1963	14	US	86.8
2374	1963	14	US	83.8
2373	1963	14	US	84
2372	1963	14	US	87.3
2367	1963	14	US	87.5
2366	1963	14	US	85.9
2365	1963	14	US	87.3
2364	1963	14	US	87.5
2363	1963	14	US	83.7
2362	1963	14	US	86.9
2361	1963	14	US	87.3
2360	1963	14	US	83.3
2359	1963	14	US	87.2
2097	1963	38	US	90.1
1994	1963	47	US	30.5
753	1963	49	US	90
745	1963	38	US	90.1
739	1963	47	US	30.4
736	1963	54	US	58.5
732	1963	53	US	78.6
726	1963	53	US	78.5
725	1963	53	US	78.7
724	1963	53	US	78.6
723	1963	53	US	78.6
722	1963	53	US	78.5
721	1963	53	US	78.6
720	1963	54	US	58.5
719	1963	55	US	64.5
718	1963	55	US	64.8
717	1963	54	US	58.5
716	1963	54	US	58.5
715	1963	49	US	90
714	1963	53	US	78.7
713	1963	52	CIS	65
712	1963	52	CIS	65
711	1963	51	US	97.9
710	1963	50	CIS	49
709	1963	50	CIS	48.9
708	1963	50	CIS	49.1
707	1963	50	CIS	48.9
706	1963	49	US	90
705	1963	49	US	90
704	1963	49	US	90
703	1963	49	US	90
702	1963	14	US	87.3
701	1963	47	US	30
700	1963	47	US	30.5
699	1963	47	US	30.4
698	1963	47	US	29.9
697	1963	47	US	30
696	1963	47	US	30
695	1963	48	US	70
694	1963	47	US	30.4
693	1963	46	US	35.2
692	1963	39	US	36.7
691	1963	42	US	89.9
690	1963	45	CIS	64.8
689	1963	45	CIS	64.9
688	1963	44	CIS	65.1
687	1963	44	CIS	64.8
686	1963	43	CIS	59.8
685	1963	43	CIS	59
684	1963	43	CIS	58.6
683	1963	43	CIS	58.8
682	1963	42	US	89.9
681	1963	42	US	89.9
680	1963	41	US	99.1
679	1963	41	US	99.1
678	1963	41	US	99.1
677	1963	41	US	99.1
676	1963	40	CIS	64.9
675	1963	39	US	35.9
674	1963	39	US	37.4
673	1963	40	CIS	64.9
672	1963	38	US	90.1
671	1963	38	US	90.1
670	1963	38	US	90.1
669	1963	38	US	90.1
668	1963	37	US	74.9
667	1963	36	US	94.4
666	1963	36	US	94.3
665	1963	36	US	INITIAL
664	1963	36	US	94.3
663	1963	36	US	94.3
642	1963	34	US	75
641	1963	36	US	94.4
640	1963	35	US	81.9
639	1963	35	US	81.9
638	1963	35	US	81.8
637	1963	35	US	81.9
636	1963	34	US	75
635	1963	30	US	88.5
634	1963	31	US	35.2
633	1963	33	CIS	48.9
632	1963	33	CIS	49
631	1963	30	US	88.4
630	1963	30	US	88.4
629	1963	14	US	87.3
628	1963	14	US	87.3
627	1963	32	US	74.9
626	1963	32	US	74.9
625	1963	31	US	32.5
624	1963	30	US	84.3
623	1963	29	US	82.8
622	1963	30	US	88.4
621	1963	29	US	82.9
620	1963	28	US	95.4
619	1963	28	US	95.3
618	1963	28	US	95.4
617	1963	21	US	69.8
616	1963	27	US	82.3
615	1963	27	US	82.3
614	1963	25	US	82
613	1963	27	US	82.3
612	1963	26	US	49.6
611	1963	22	US	89.7
610	1963	22	US	90
609	1963	25	US	81.6
608	1963	14	US	87.3
607	1963	24	US	58
606	1963	24	US	58.3
605	1963	24	US	58.1
604	1963	24	US	58.2
603	1963	22	US	89.9
602	1963	14	US	87.3
601	1963	21	US	69.9
600	1963	21	US	69.9
599	1963	21	US	69.9
598	1963	21	US	69.9
597	1963	21	US	69.8
596	1963	23	CIS	65.1
595	1963	23	CIS	64.9
594	1963	22	US	89.8
593	1963	21	US	69.9
592	1963	20	CIS	64.8
591	1963	20	CIS	64.9
590	1963	19	US	81.8
589	1963	14	US	87.3
588	1963	17	CIS	49
587	1963	18	CIS	65
586	1963	18	CIS	64.9
585	1963	17	CIS	49.3
584	1963	17	CIS	49
583	1963	17	CIS	49.1
582	1963	17	CIS	49.2
581	1963	17	CIS	49
580	1963	17	CIS	48.9
579	1963	14	US	84.2
578	1963	16	US	74.5
577	1963	15	US	32.5
576	1963	15	US	32.5
575	1963	13	US	42.8
574	1963	14	US	87.3
573	1963	13	US	42.7
572	1963	12	CIS	65
571	1963	12	CIS	65
570	1963	11	CIS	64.9
569	1963	11	CIS	64.9
568	1963	10	CIS	49
567	1963	10	CIS	48.9
566	1963	8	CIS	ORBIT
565	1963	9	US	57.6
564	1963	9	US	57.6
563	1963	8	CIS	64.8
562	1963	7	US	75.4
555	1963	6	CIS	64.8
554	1963	6	CIS	64.9
553	1963	4	US	33.5
536	1963	5	US	100.5
535	1963	5	US	100.4
534	1963	5	US	100.4
533	1963	5	US	100.4
532	1963	4	US	32.5
529	1963	3	US	81.8
528	1963	3	US	81.9
527	1963	3	US	81.9
526	1963	2	US	82.2
525	1963	2	US	82.2
524	1963	1	CIS	64.7
522	1963	1	CIS	64.8
521	1963	1	CIS	64.6
29008	1964	38	CIS	60.8
29007	1964	49	CIS	63.5
28248	1964	83	US	89.9
27863	1964	49	CIS	63.5
27862	1964	49	CIS	64.1
27861	1964	49	CIS	64.5
27860	1964	49	CIS	63.8
26961	1964	49	CIS	64.3
26668	1964	49	CIS	64.6
